caseid,Age_group,Sex,Province,Household_size,Find_job,Further_schooling,Morejob,Activity,Media,Stress
5045,55 to 64,Female,Ontario,Two household members,notask,No,None,No time,Sometime,0
5046,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
5047,55 to 64,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
5048,65 to 74,Female,Quebec,One household member,notask,No,None,Sometime,Sometime,1
5049,55 to 64,Female,Prince Edward Island,Two household members,notask,Yes,None,Sometime,Sometime,0
5050,25 to 34,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
5051,45 to 54,Female,Ontario,Three household members,notask,No,None,No time,Sometime,0
5052,55 to 64,Female,Prince Edward Island,Two household members,notask,Yes,None,Sometime,No time,1
5053,65 to 74,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
5054,25 to 34,Male,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
5055,15 to 24,Male,Ontario,Three household members,notask,Yes,None,Sometime,No time,1
5056,15 to 24,Female,New Brunswick,Three household members,notask,No,None,Sometime,Sometime,1
5059,15 to 24,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
5060,45 to 54,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,1
5061,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,1
5063,25 to 34,Male,Quebec,Five household members,notask,Yes,None,No time,Sometime,0
5064,65 to 74,Female,British Columbia,Three household members,notask,Yes,None,No time,Sometime,1
5065,45 to 54,Female,British Columbia,Three household members,notask,No,Yes,Sometime,Sometime,1
5066,35 to 44,Female,Quebec,Four household members,notask,Yes,None,No time,No time,1
5067,15 to 24,Male,Quebec,Three household members,notask,No,None,Sometime,No time,0
5068,45 to 54,Male,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,1
5069,75 years and over,Male,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
5070,65 to 74,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
5071,45 to 54,Female,Nova Scotia,Four household members,notask,Yes,None,No time,Sometime,1
5072,55 to 64,Male,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
5073,35 to 44,Male,Ontario,Six household members or more,notask,Yes,None,No time,Sometime,1
5074,35 to 44,Male,Prince Edward Island,Four household members,notask,Yes,None,Sometime,Sometime,1
5075,25 to 34,Female,Ontario,Four household members,notask,Yes,Yes,Sometime,Sometime,1
5076,75 years and over,Female,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
5077,45 to 54,Male,Alberta,Two household members,asked,No,None,No time,No time,1
5078,75 years and over,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,0
5079,55 to 64,Male,British Columbia,One household member,notask,Yes,None,No time,Sometime,1
5080,55 to 64,Male,British Columbia,Two household members,asked,Yes,None,Sometime,Sometime,1
5081,75 years and over,Female,Alberta,Two household members,notask,No,None,Sometime,Sometime,0
5082,25 to 34,Female,Manitoba,Two household members,notask,No,None,No time,Sometime,1
5083,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5084,15 to 24,Female,Quebec,Four household members,asked,Yes,None,No time,No time,1
5085,15 to 24,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
5086,35 to 44,Female,Alberta,Four household members,notask,Yes,None,No time,No time,0
5087,45 to 54,Female,Nova Scotia,Four household members,notask,Yes,None,Sometime,Sometime,0
5088,55 to 64,Female,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,0
5089,55 to 64,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
5090,65 to 74,Female,Ontario,Six household members or more,notask,Yes,None,No time,Sometime,1
5091,45 to 54,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,No time,No time,0
5092,55 to 64,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5093,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5094,75 years and over,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
5095,55 to 64,Female,Quebec,Two household members,notask,Yes,None,Sometime,No time,1
5096,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
5097,45 to 54,Female,Quebec,Two household members,asked,Yes,None,Sometime,Sometime,0
5098,35 to 44,Female,Ontario,Four household members,notask,Yes,Yes,No time,Sometime,1
5099,25 to 34,Male,Nova Scotia,Two household members,notask,No,None,No time,Sometime,1
5100,65 to 74,Male,Nova Scotia,One household member,notask,No,None,Sometime,Sometime,0
5101,45 to 54,Female,Ontario,One household member,notask,No,None,No time,No time,0
5102,35 to 44,Female,Nova Scotia,Three household members,notask,No,None,Sometime,Sometime,1
5103,45 to 54,Male,Quebec,Three household members,notask,No,None,Sometime,No time,1
5104,65 to 74,Female,Saskatchewan,Two household members,notask,No,None,No time,Sometime,0
5105,25 to 34,Female,Manitoba,Three household members,notask,Yes,Yes,No time,Sometime,1
5106,25 to 34,Male,Alberta,Four household members,notask,No,None,No time,Sometime,1
5107,35 to 44,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,No time,Sometime,1
5108,55 to 64,Female,Ontario,One household member,notask,Yes,Yes,Sometime,Sometime,1
5109,65 to 74,Female,Saskatchewan,One household member,notask,Yes,Yes,Sometime,Sometime,0
5110,55 to 64,Male,Quebec,Two household members,notask,Yes,None,No time,No time,0
5111,45 to 54,Female,British Columbia,Two household members,notask,Yes,None,Sometime,No time,1
5112,25 to 34,Female,Ontario,Two household members,notask,No,None,No time,No time,1
5113,45 to 54,Male,Ontario,Two household members,notask,No,None,No time,Sometime,0
5114,55 to 64,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,0
5115,75 years and over,Male,Quebec,One household member,notask,Yes,None,Sometime,Sometime,0
5117,55 to 64,Female,Nova Scotia,Three household members,notask,Yes,None,No time,Sometime,1
5118,65 to 74,Female,Manitoba,Two household members,notask,Yes,None,Sometime,Sometime,1
5119,45 to 54,Male,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,1
5120,55 to 64,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5121,65 to 74,Male,Ontario,Six household members or more,notask,Yes,None,Sometime,Sometime,0
5122,25 to 34,Female,Quebec,Three household members,notask,Yes,None,Sometime,No time,1
5123,55 to 64,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
5124,45 to 54,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
5125,75 years and over,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
5126,15 to 24,Female,Prince Edward Island,Four household members,notask,Yes,None,Sometime,No time,1
5127,75 years and over,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
5128,25 to 34,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,No time,1
5129,65 to 74,Male,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
5130,45 to 54,Female,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,1
5131,45 to 54,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
5132,65 to 74,Female,Manitoba,Two household members,notask,No,None,Sometime,Sometime,1
5133,35 to 44,Female,Alberta,Three household members,notask,Yes,None,No time,Sometime,1
5134,55 to 64,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
5135,55 to 64,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,Sometime,1
5136,45 to 54,Female,Newfoundland and Labrador,One household member,notask,Yes,None,Sometime,Sometime,0
5137,45 to 54,Male,Saskatchewan,Four household members,notask,Yes,None,No time,Sometime,1
5138,75 years and over,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
5139,55 to 64,Female,Ontario,Two household members,asked,Yes,None,No time,Sometime,1
5140,15 to 24,Female,Ontario,Four household members,asked,No,None,Sometime,Sometime,1
5141,55 to 64,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
5142,55 to 64,Male,Saskatchewan,One household member,notask,No,None,No time,Sometime,0
5143,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
5144,65 to 74,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
5145,35 to 44,Male,Nova Scotia,Three household members,notask,Yes,None,Sometime,Sometime,0
5146,55 to 64,Female,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,0
5147,15 to 24,Female,Ontario,Three household members,notask,No,None,Sometime,No time,1
5149,45 to 54,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
5150,45 to 54,Female,Ontario,Four household members,notask,No,None,Sometime,Sometime,1
5151,55 to 64,Male,British Columbia,One household member,notask,Yes,None,No time,Sometime,1
5152,35 to 44,Male,Quebec,Four household members,notask,Yes,None,No time,Sometime,1
5153,35 to 44,Male,Newfoundland and Labrador,Three household members,notask,Yes,None,No time,Sometime,0
5154,55 to 64,Female,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
5155,35 to 44,Female,Nova Scotia,Four household members,notask,Yes,None,Sometime,Sometime,1
5156,35 to 44,Male,Prince Edward Island,Four household members,notask,Yes,None,No time,Sometime,1
5157,55 to 64,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,1
5158,65 to 74,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
5159,55 to 64,Male,Alberta,Two household members,notask,Yes,None,No time,Sometime,0
5160,75 years and over,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
5161,25 to 34,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
5162,25 to 34,Male,New Brunswick,Three household members,notask,Yes,None,No time,Sometime,0
5163,25 to 34,Female,Newfoundland and Labrador,Four household members,notask,Yes,None,Sometime,No time,1
5164,15 to 24,Female,Saskatchewan,Three household members,notask,No,None,Sometime,Sometime,1
5165,75 years and over,Male,Manitoba,Two household members,notask,Yes,None,Sometime,No time,0
5166,75 years and over,Male,Nova Scotia,Three household members,notask,No,None,No time,Sometime,0
5167,35 to 44,Female,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,1
5168,75 years and over,Female,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
5169,65 to 74,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
5170,45 to 54,Male,Saskatchewan,Two household members,notask,Yes,None,No time,Sometime,0
5171,65 to 74,Male,Newfoundland and Labrador,Two household members,notask,No,None,Sometime,Sometime,1
5172,35 to 44,Male,Nova Scotia,One household member,notask,Yes,None,No time,Sometime,0
5173,25 to 34,Male,Alberta,Two household members,notask,No,None,Sometime,Sometime,0
5174,45 to 54,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5175,55 to 64,Male,Alberta,Two household members,notask,No,None,No time,Sometime,1
5176,75 years and over,Female,Saskatchewan,One household member,notask,No,None,Sometime,Sometime,0
5177,45 to 54,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
5178,75 years and over,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
5179,45 to 54,Male,Alberta,One household member,notask,Yes,None,No time,Sometime,0
5180,55 to 64,Female,Saskatchewan,One household member,notask,Yes,None,No time,Sometime,1
5181,35 to 44,Female,Newfoundland and Labrador,One household member,notask,Yes,None,Sometime,Sometime,1
5182,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
5184,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
5185,55 to 64,Female,Prince Edward Island,One household member,notask,Yes,None,No time,Sometime,1
5186,65 to 74,Female,Saskatchewan,Two household members,notask,Yes,None,Sometime,Sometime,1
5187,45 to 54,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
5188,45 to 54,Male,Nova Scotia,Three household members,notask,No,None,Sometime,Sometime,0
5189,45 to 54,Female,Saskatchewan,One household member,notask,Yes,None,No time,Sometime,1
5190,65 to 74,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,1
5191,55 to 64,Female,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,0
5192,25 to 34,Male,Ontario,Four household members,notask,Yes,None,Sometime,No time,0
5193,55 to 64,Male,Ontario,One household member,notask,No,None,No time,Sometime,0
5194,65 to 74,Female,Ontario,One household member,asked,Yes,None,Sometime,Sometime,0
5195,55 to 64,Female,Ontario,Three household members,notask,No,None,No time,No time,0
5196,15 to 24,Female,Alberta,Five household members,notask,No,None,Sometime,Sometime,1
5197,45 to 54,Male,Ontario,Five household members,notask,Yes,None,No time,Sometime,1
5198,25 to 34,Female,Prince Edward Island,One household member,notask,Yes,None,No time,Sometime,1
5199,55 to 64,Female,Manitoba,Two household members,notask,Yes,None,No time,Sometime,0
5200,45 to 54,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,1
5201,45 to 54,Male,New Brunswick,Three household members,notask,Yes,None,Sometime,Sometime,1
5202,15 to 24,Male,Newfoundland and Labrador,One household member,notask,Yes,None,Sometime,No time,1
5203,75 years and over,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
5204,75 years and over,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
5205,45 to 54,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
5206,55 to 64,Female,Ontario,One household member,notask,Yes,None,No time,No time,0
5207,55 to 64,Male,Manitoba,One household member,notask,Yes,None,No time,Sometime,0
5208,35 to 44,Male,Ontario,Five household members,notask,No,None,No time,Sometime,1
5209,25 to 34,Female,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
5210,55 to 64,Male,Saskatchewan,One household member,notask,Yes,None,No time,No time,0
5211,15 to 24,Female,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
5212,55 to 64,Female,Manitoba,Two household members,notask,No,None,No time,Sometime,1
5213,35 to 44,Male,New Brunswick,Five household members,notask,Yes,None,Sometime,Sometime,1
5214,35 to 44,Male,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
5215,45 to 54,Male,Saskatchewan,Two household members,notask,No,None,No time,Sometime,0
5216,65 to 74,Male,Nova Scotia,Two household members,notask,Yes,Yes,No time,Sometime,0
5217,55 to 64,Female,New Brunswick,Three household members,notask,No,None,No time,Sometime,0
5218,15 to 24,Female,British Columbia,Three household members,notask,Yes,None,No time,Sometime,0
5219,45 to 54,Female,Prince Edward Island,One household member,notask,Yes,None,Sometime,No time,1
5220,55 to 64,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
